Tag,Chromophore,Solvent,Absorption max (nm)
23,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,CCO,1.2237754316221157
24,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,OCC(O)CO,1.252762968495368
25,CN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,C1CCCCC1,1.4350845252893225
26,CN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,CC#N,1.7227665977411033
27,CN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,CCO,1.62924053973028
28,Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,1.6486586255873816
29,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CC#N,1.1631508098056809
30,CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1,CC#N,1.0296194171811581
31,CCNc1cc2oc(=O)cc(C)c2cc1C,CC#N,1.252762968495368
32,CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,CC#N,2.0412203288596382
33,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CO,1.3083328196501787
34,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,O,0.418710334858185
35,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,O,1.425515074273172
36,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,[2H]O[2H],0.6097655716208943
37,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,[2H]O[2H],0.49469624183610694
38,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,[2H]O[2H],1.4724720573609429
39,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,[2H]O[2H],1.4724720573609429
40,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,[2H]O[2H],1.5686159179138452
41,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CO,0.9001613499442713
42,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CO,0.7654678421395714
43,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CO,1.4539530095937054
44,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CO,1.5238800240724537
45,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCO,0.8960880245566356
46,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCO,1.4469189829363254
47,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC(C)O,1.1817271953786161
48,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CC(C)O,0.9895411936137477
49,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CC(C)O,1.3762440252663892
50,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CC(C)O,1.4724720573609429
51,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC(C)O,1.4724720573609429
52,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCO,1.184789984909162
53,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCO,1.0260415958332743
54,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCO,1.3737155789130304
55,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCO,1.4861396960896067
56,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCO,1.4586150226995167
57,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCO,1.2149127443642702
58,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCCO,1.091923300517313
59,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCCO,1.358409157630355
60,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCCO,1.4816045409242156
61,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCCO,1.4586150226995167
62,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCCCO,1.2267122912954254
63,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCCCCO,1.128171090909654
64,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCCCCO,1.355835153635182
65,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCCCCO,1.4996230464268938
66,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCCCCO,1.451613827240533
67,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCCCCCO,1.2296405510745136
68,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCCCCCCO,1.1568811967920856
69,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCCCCCCO,1.3428648031925545
70,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCCCCCCO,1.5085119938441396
71,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCCCCCCO,1.42791603581071
72,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,O,0.3506568716131693
73,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,-2.120263536200091
74,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,-2.3025850929940455
75,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CO,1.1878434223960523
76,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,-0.6931471805599453
77,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,-0.4155154439616658
78,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CCO,1.2864740258376797
79,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CCO,-0.579818495252942
80,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CCO,-0.19845093872383832
81,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CC(C)O,1.3137236682850553
82,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CC(C)O,-0.4155154439616658
83,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CC(C)O,0.009950330853168092
84,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C1CCCCC1,0.4700036292457356
85,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,c1ccccc1,1.1939224684724343
90,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,OCC(O)CO,1.33500106673234
91,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,O,0.7419373447293773
92,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CCCCO,3.0726933146901194
93,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CCCO,3.044522437723423
94,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CCO,2.8903717578961645
95,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CO,2.610069792742006
96,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,OCCO,2.468099531471619
97,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,OCC(O)CO,2.197224577336219
98,c1ccc2ccccc2c1,C1CCCCC1,4.564348191467836
99,C[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,4.1588830833596715
100,C[SiH](C)c1cccc2ccccc12,C1CCCCC1,4.110873864173311
101,CCCC[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,4.143134726391533
102,CC(C)(C)[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,4.025351690735149
103,CCCCCCCC[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,4.127134385045092
104,C[Si](C)(C)c1ccc([Si](C)(C)C)c2ccccc12,C1CCCCC1,3.1354942159291497
105,C[SiH](C)c1ccc([SiH](C)C)c2ccccc12,C1CCCCC1,3.4011973816621555
106,CC(C)(C)[Si](C)(C)c1ccc([Si](C)(C)C(C)(C)C)c2ccccc12,C1CCCCC1,2.4849066497880004
107,COc1ccc([Si](C)(C)C)c2ccccc12,C1CCCCC1,2.3025850929940455
108,C[Si](C)(C)c1ccc(C#N)c2ccccc12,C1CCCCC1,2.3978952727983707
109,C[Si](C)(C)c1cccc2c(C#N)cccc12,C1CCCCC1,2.0794415416798357
110,C[Si](C)(C)C#Cc1cccc2ccccc12,C1CCCCC1,2.197224577336219
111,C[Si](C)(C)C#Cc1ccc(C#C[Si](C)(C)C)c2ccccc12,C1CCCCC1,0.6931471805599453
112,CCCCCCCCCCCCn1cccc1/C=C/c1cc(OCCCC)c(/C=C/c2cccn2CCCCCCCCCCCC)cc1OCCCC,Cc1ccccc1,0.2311117209633866
113,CCCCCCCCCCCCn1cccc1/C=C/c1ccc(OCCCC)c2c(/C=C/c3cccn3CCCCCCCCCCCC)ccc(OCCCC)c12,Cc1ccccc1,1.007957920399979
114,CCCCCCCCCCCCn1cccc1/C=C/c1ccc(/C=C/c2cccn2CCCCCCCCCCCC)cc1,Cc1ccccc1,0.05826890812397583
115,N#Cc1cc2ccc(cc2)c2cccc3cccc(c4ccc(cc4)cc(C#N)c4ccc(cc4)c4cccc5cccc(c6ccc1cc6)c54)c32,Cc1ccccc1,3.0252910757955354
116,CCCCCCCCc1ccc(-c2ccc(/C=C(\C#N)c3ccc(-c4cccc5cccc(-c6ccc(/C(C#N)=C/c7ccc(-c8ccc(CCCCCCCC)cc8)cc7)cc6)c45)cc3)cc2)cc1,Cc1ccccc1,1.589235205116581
117,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CCCCCC,0.8754687373538999
119,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,C1COCCO1,0.9555114450274363
121,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CCO,0.8754687373538999
122,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CC#N,0.916290731874155
124,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,1.1908875647772805
125,ClP1(Cl)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,0.7030975114131134
126,ClP1(Cl)=N[P@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,1.1052568313867783
127,c1ccc2c(c1)OP1(=NP3(=NP(Oc4ccc5ccc6cccc7ccc4c5c67)(Oc4ccc5ccc6cccc7ccc4c5c67)=N1)Oc1ccccc1-c1ccccc1O3)Oc1ccccc1-2,ClCCl,0.2070141693843261
128,c1ccc2c(c1)OP1(=NP(Oc3ccc4ccc5cccc6ccc3c4c56)(Oc3ccc4ccc5cccc6ccc3c4c56)=NP(Oc3ccc4ccc5cccc6ccc3c4c56)(Oc3ccc4ccc5cccc6ccc3c4c56)=N1)Oc1ccccc1-2,ClCCl,0.2070141693843261
129,c1cc2ccc3ccc(OP4(Oc5ccc6ccc7cccc8ccc5c6c78)=NP(Oc5ccc6ccc7cccc8ccc5c6c78)(Oc5ccc6ccc7cccc8ccc5c6c78)=NP(Oc5ccc6ccc7cccc8ccc5c6c78)(Oc5ccc6ccc7cccc8ccc5c6c78)=N4)c4ccc(c1)c2c34,ClCCl,0.916290731874155
130,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,Cc1ccccc1,1.3532545070416904
131,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(C)=CC(C)=[N+]4[B-](F)(F)n4c(C)cc(C)c43)cc2)s1,Cc1ccccc1,1.2119409739751128
132,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,O,-1.0498221244986778
133,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CC#N,-1.0788096613719298
134,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CCO,-0.7765287894989963
135,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,OCC(O)CO,-0.7550225842780328
136,COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,2.0149030205422647
137,C(=C/c1nc(-c2ccccc2)c2ccccn12)\c1nc(-c2ccccc2)c2ccccn12,CC#N,0.0
138,O=C(O)c1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,1.7047480922384253
139,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CC#N,0.4054651081081644
140,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3c4ccccc4ccn23)cc1,CC#N,0.916290731874155
141,O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccccn34)cc2)s1,CC#N,0.4054651081081644
142,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,2.719978771967484
143,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,1.269760544863939
144,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCO,1.7083778602890038
145,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCO,0.5068176023684517
162,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,ClC(Cl)(Cl)Cl,0.4510756193602167
163,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,CS(C)=O,0.636576829071551
164,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClC(Cl)Cl,2.1815467646169893
165,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClC(Cl)Cl,2.157559320943788
166,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClCCl,1.9487632180377197
167,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,2.125847914493992
168,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,C1CCOC1,1.9487632180377197
169,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,C1CCOC1,2.125847914493992
170,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])c(OCCOc2cc3cc(-c4ncc(C(=O)[O-])o4)oc3cc2N(CC(=O)[O-])CC(=O)[O-])c1,O,0.08617769624105241
171,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])cc1OCCOc1cc(-c2cc3ccc(C(=O)[O-])cc3[nH]2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,0.33647223662121284
172,CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccccc1OCCOc1cc(NC(=O)c2ccc3c(c2)C(=O)OC32c3cc(Cl)c(OC(C)=O)cc3Oc3cc(OC(C)=O)c(Cl)cc32)ccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,O,-0.08338160893905101
173,COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2nc(COc3cc(C)ccc3N(CC(=O)[O-])CC(=O)[O-])ccc2c1,O,0.3001045924503381
174,COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2ncccc2c1,O,-0.1743533871447778
175,O=C([O-])COc1cc(NC(=O)c2ccc(-c3c4cc(Cl)c(=O)cc-4oc4cc(O)c(Cl)cc34)c(C(=O)[O-])c2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,0.19062035960864968
176,COc1cc2cc(-c3ccc(C(=O)OCOC(C)=O)cc3C(=O)OCOC(C)=O)oc2cc1N1CCOCCOCCN(c2cc3oc(-c4ccc(C(=O)OCOC(C)=O)cc4C(=O)OCOC(C)=O)cc3cc2OC)CCOCCOCC1,O,-0.6539264674066639
177,COc1cc(N2CCOCCOCCN(c3cc(OC)c(NC(=O)c4ccc(-c5c6cc(Cl)c(=O)cc-6oc6cc([O-])c(Cl)cc56)c(C(=O)[O-])c4)cc3OC)CCOCC2)c(OC)cc1NC(=O)c1ccc(-c2c3cc(Cl)c(=O)cc-3oc3cc([O-])c(Cl)cc23)c(C(=O)[O-])c1,O,0.12221763272424911
178,CCN1CCCc2cc3c(cc21)Oc1cc2c(cc1=N3)C(CS(=O)(=O)[O-])CC(C)(C)[N+]=2CCCC(=O)[O-],O,1.2809338454620642
179,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,O,0.6931471805599453
180,Nc1ccc2c(-c3ccc(C(=O)CN4C(=O)CCC4=O)cc3C(=O)[O-])c3ccc(=[NH2+])c(S(=O)(=O)[O-])c-3oc2c1S(=O)(=O)[O-],O,1.410986973710262
181,CC1(CCCCC(=O)NCCCCCCO)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,0.0
182,CC1=CC(C)=[N+]2C1=Cc1ccc(CCC(=O)ON3C(=O)CCC3=O)n1[B-]2(F)F,CO,1.7404661748405044
183,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCO,0.916290731874155
184,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCO)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,O,1.0296194171811581
185,CN1/C(=C/C=C/C2=[N+](CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,-1.203972804325936
186,O=C([O-])c1cc(N2C(=O)C=CC2=O)ccc1-c1c2cc(F)c(=O)cc-2oc2cc([O-])c(F)cc12,O,1.410986973710262
187,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,O,-0.6539264674066639
188,NC(=O)C1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@@H]3O)O2)C=CC1,O,-0.916290731874155
189,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,O,1.0986122886681096
190,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CCO,0.04879016416943205
191,c1ccc2[nH]ccc2c1,O,1.501852701754163
192,Nc1ncc2nc[nH]c2n1,O,2.4283362982996057
193,N[C@@H](Cc1ccc(O)cc1)C(=O)O,O,1.184789984909162
194,Nc1ccccc1C(=O)O,O,2.151762203259462
195,c1ccc2cc3ccccc3cc2c1,CO,1.62924053973028
196,c1ccc2cc3ccccc3cc2c1,C1CCCCC1,1.667706820558076
197,N#Cc1c2ccccc2cc2ccccc12,CO,2.772588722239781
198,N#Cc1c2ccccc2cc2ccccc12,C1CCCCC1,2.5416019934645453
199,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,CO,2.163323025660538
200,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,C1CCCCC1,2.0149030205422647
201,Cn1c2ccccc2c2ccccc21,C1CCCCC1,2.6461747973841225
202,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,O,-2.407945608651872
203,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,CO,-0.7550225842780328
204,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3c(-c4ccccc4)c4ccccc4c(-c4ccccc4)c23)cc1,CO,2.2925347571405443
205,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CO,0.1570037488096647
206,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1CCCCC1,-0.020202707317519466
207,O=S(=O)([O-])CCC[n+]1c2ccccc2cc2ccccc21,O,3.4404180948154366
208,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,0.5538851132264376
209,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CO,0.916290731874155
210,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,O,1.6863989535702286
211,NNC(=O)N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,O,1.7404661748405044
212,O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,1.4350845252893225
216,N#Cc1cccc2[nH]ccc12,O,2.2082744135228043
217,N#Cc1ccc2[nH]ccc2c1,O,-1.203972804325936
218,N#Cc1ccc2cc[nH]c2c1,O,-0.5108256237659907
219,N#Cc1cccc2cc[nH]c12,O,0.6931471805599453
220,N#Cc1cc2ccccc2[nH]1,C1CCOC1,1.0647107369924282
221,N#Cc1c[nH]c2ccccc12,C1CCOC1,1.1314021114911006
222,N#Cc1cccc2[nH]ccc12,C1CCOC1,1.667706820558076
223,N#Cc1ccc2[nH]ccc2c1,C1CCOC1,1.4816045409242156
224,N#Cc1ccc2cc[nH]c2c1,C1CCOC1,1.3083328196501787
225,N#Cc1cccc2cc[nH]c12,C1CCOC1,1.9315214116032138
226,N#Cc1cc2ccccc2[nH]1,C1COCCO1,1.0647107369924282
227,N#Cc1c[nH]c2ccccc12,C1COCCO1,1.0986122886681096
228,N#Cc1cccc2[nH]ccc12,C1COCCO1,1.667706820558076
229,N#Cc1ccc2[nH]ccc2c1,C1COCCO1,1.4350845252893225
230,N#Cc1ccc2cc[nH]c2c1,C1COCCO1,1.3609765531356006
